application_uuid,apply_dts,is_night_apply,is_workday_apply,is_worktime_apply,apply_amount,apply_month,register_diffdays,tg_location,login_origin,is_reapply,address_length,mobile_company,mobile_segment,net_age,age,gender,regaud_diffdays,cid_prov_lvl,addr_prov_lvl,mobile_prov_lvl,cid_city_lvl,addr_city_lvl,bank_prov_lvl,bank_city_lvl,mobile_city_lvl,job_type,rela1_lvl,rela2_lvl,rela3_lvl,cidcity_bankcity,addrcity_bankcity,mobile_cardmobile,addrcity_mobilecity,addrcity_compcity,mobilecity_compcity,tid,target
web1282095898808951,-3398879.0,0,1,1,10120,132,-238.0,1,,,14,2,5,,36,1,-22147679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095910358859,-3571679.0,0,1,1,10122,134,-240.0,1,,,14,2,5,,23,0,-22320479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095915858940,-3658079.0,0,1,1,10123,135,-241.0,1,,,14,2,5,,30,1,-22406879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095921370442,-3744479.0,0,1,1,10124,136,-242.0,1,,,14,2,5,,29,1,-22493279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095926855089,-3830879.0,0,1,1,10125,137,-243.0,1,,,14,2,5,,30,1,-22579679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095932339121,-3917279.0,0,1,1,10126,138,-244.0,1,,,14,2,5,,28,0,-22666079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095937828213,-4003679.0,0,1,1,10127,139,-245.0,1,,,14,2,5,,23,1,-22752479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095943354165,-4090079.0,0,1,1,10128,140,-246.0,1,,,14,2,5,,32,1,-22838879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095948915641,-4176479.0,0,1,1,10129,141,-247.0,1,,,14,2,5,,21,0,-22925279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095954767989,-4262879.0,0,1,1,10130,142,-248.0,1,,,14,2,5,,26,1,-23011679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095960299789,-4349279.0,0,1,1,10131,143,-249.0,1,,,14,2,5,,28,1,-23098079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095965840473,-4435679.0,0,1,1,10132,144,-250.0,1,,,14,2,5,,21,1,-23184479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095971400177,-4522079.0,0,1,1,10133,145,-251.0,1,,,14,2,5,,22,1,-23270879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,1
web1282095976876639,-4608479.0,0,1,1,10134,146,-252.0,1,,,14,2,5,,36,1,-23357279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282095982416096,-4694879.0,0,1,1,10135,147,-253.0,1,,,14,2,5,,22,0,-23443679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282095987932865,-4781279.0,0,1,1,10136,148,-254.0,1,,,14,2,5,,27,1,-23530079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282095999457892,-4954079.0,0,1,1,10138,150,-256.0,1,,,14,2,5,,28,1,-23702879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096004943814,-5040479.0,0,1,1,10139,151,-257.0,1,,,14,2,5,,28,1,-23789279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096010517939,-5126879.0,0,1,1,10140,152,-258.0,1,,,14,2,5,,20,1,-23875679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096016054023,-5213279.0,0,1,1,10141,153,-259.0,1,,,14,2,5,,24,1,-23962079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096021591487,-5299679.0,0,1,1,10142,154,-260.0,1,,,14,2,5,,25,0,-24048479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096027098170,-5386079.0,0,1,1,10143,155,-261.0,1,,,14,2,5,,45,1,-24134879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096032638001,-5472479.0,0,1,1,10144,156,-262.0,1,,,14,2,5,,21,1,-24221279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096038159201,-5558879.0,0,1,1,10145,157,-263.0,1,,,14,2,5,,38,0,-24307679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096043678150,-5645279.0,0,1,1,10146,158,-264.0,1,,,14,2,5,,39,1,-24394079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096049183012,-5731679.0,0,1,1,10147,159,-265.0,1,,,14,2,5,,30,1,-24480479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096054682584,-5818079.0,0,1,1,10148,160,-266.0,1,,,14,2,5,,27,1,-24566879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096060262381,-5904479.0,0,1,1,10149,161,-267.0,1,,,14,2,5,,24,1,-24653279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096065850915,-5990879.0,0,1,1,10150,162,-268.0,1,,,14,2,5,,41,1,-24739679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096071419465,-6077279.0,0,1,1,10151,163,-269.0,1,,,14,2,5,,39,1,-24826079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096076948586,-6163679.0,0,1,1,10152,164,-270.0,1,,,14,2,5,,23,1,-24912479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096082472359,-6250079.0,0,1,1,10153,165,-271.0,1,,,14,2,5,,30,1,-24998879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096088001998,-6336479.0,0,1,1,10154,166,-272.0,1,,,14,2,5,,31,1,-25085279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096093588282,-6422879.0,0,1,1,10155,167,-273.0,1,,,14,2,5,,26,1,-25171679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096099126617,-6509279.0,0,1,1,10156,168,-274.0,1,,,14,2,5,,22,1,-25258079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096104580961,-6595679.0,0,1,1,10157,169,-275.0,1,,,14,2,5,,28,1,-25344479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096110040131,-6682079.0,0,1,1,10158,170,-276.0,1,,,14,2,5,,18,1,-25430879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096115544940,-6768479.0,0,1,1,10159,171,-277.0,1,,,14,2,5,,29,1,-25517279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096120979256,-6854879.0,0,1,1,10160,172,-278.0,1,,,14,2,5,,32,1,-25603679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096131932635,-7027679.0,0,1,1,10162,174,-280.0,1,,,14,2,5,,21,1,-25776479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096137415210,-7114079.0,0,1,1,10163,175,-281.0,1,,,14,2,5,,20,1,-25862879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096142935809,-7200479.0,0,1,1,10164,176,-282.0,1,,,14,2,5,,19,1,-25949279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096148425389,-7286879.0,0,1,1,10165,177,-283.0,1,,,14,2,5,,30,0,-26035679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096153873130,-7373279.0,0,1,1,10166,178,-284.0,1,,,14,2,5,,33,1,-26122079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096159364122,-7459679.0,0,1,1,10167,179,-285.0,1,,,14,2,5,,39,1,-26208479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096164879794,-7546079.0,0,1,1,10168,180,-286.0,1,,,14,2,5,,24,1,-26294879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096170340681,-7632479.0,0,1,1,10169,181,-287.0,1,,,14,2,5,,26,1,-26381279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096175819263,-7718879.0,0,1,1,10170,182,-288.0,1,,,14,2,5,,22,1,-26467679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096181292140,-7805279.0,0,1,1,10171,183,-289.0,1,,,14,2,5,,33,0,-26554079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096186803946,-7891679.0,0,1,1,10172,184,-290.0,1,,,14,2,5,,25,1,-26640479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096192277754,-7978079.0,0,1,1,10173,185,-291.0,1,,,14,2,5,,28,1,-26726879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096197765333,-8064479.0,0,1,1,10174,186,-292.0,1,,,14,2,5,,21,1,-26813279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096203240505,-8150879.0,0,1,1,10175,187,-293.0,1,,,14,2,5,,26,1,-26899679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096208706361,-8237279.0,0,1,1,10176,188,-294.0,1,,,14,2,5,,29,1,-26986079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096214192019,-8323679.0,0,1,1,10177,189,-295.0,1,,,14,2,5,,26,1,-27072479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096219668180,-8410079.0,0,1,1,10178,190,-296.0,1,,,14,2,5,,31,1,-27158879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096225256677,-8496479.0,0,1,1,10179,191,-297.0,1,,,14,2,5,,26,1,-27245279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096230782044,-8582879.0,0,1,1,10180,192,-298.0,1,,,14,2,5,,24,1,-27331679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096236246441,-8669279.0,0,1,1,10181,193,-299.0,1,,,14,2,5,,27,0,-27418079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096241699972,-8755679.0,0,1,1,10182,194,-300.0,1,,,14,2,5,,24,1,-27504479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096247168262,-8842079.0,0,1,1,10183,195,-301.0,1,,,14,2,5,,37,1,-27590879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096252620454,-8928479.0,0,1,1,10184,196,-302.0,1,,,14,2,5,,29,1,-27677279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096258136376,-9014879.0,0,1,1,10185,197,-303.0,1,,,14,2,5,,22,1,-27763679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096263593240,-9101279.0,0,1,1,10186,198,-304.0,1,,,14,2,5,,23,1,-27850079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096269093900,-9187679.0,0,1,1,10187,199,-305.0,1,,,14,2,5,,20,0,-27936479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096274595494,-9274079.0,0,1,1,10188,200,-306.0,1,,,14,2,5,,27,1,-28022879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096280061481,-9360479.0,0,1,1,10189,201,-307.0,1,,,14,2,5,,20,1,-28109279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096285577535,-9446879.0,0,1,1,10190,202,-308.0,1,,,14,2,5,,29,1,-28195679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096291114292,-9533279.0,0,1,1,10191,203,-309.0,1,,,14,2,5,,23,1,-28282079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096296567251,-9619679.0,0,1,1,10192,204,-310.0,1,,,14,2,5,,26,1,-28368479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096302029416,-9706079.0,0,1,1,10193,205,-311.0,1,,,14,2,5,,27,1,-28454879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096307490130,-9792479.0,0,1,1,10194,206,-312.0,1,,,14,2,5,,26,1,-28541279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096312985506,-9878879.0,0,1,1,10195,207,-313.0,1,,,14,2,5,,34,1,-28627679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096318495099,-9965279.0,0,1,1,10196,208,-314.0,1,,,14,2,5,,35,0,-28714079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096323973518,-10051679.0,0,1,1,10197,209,-315.0,1,,,14,2,5,,24,1,-28800479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096329756315,-10138079.0,0,1,1,10198,210,-316.0,1,,,14,2,5,,22,0,-28886879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096335376487,-10224479.0,0,1,1,10199,211,-317.0,1,,,14,2,5,,26,1,-28973279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096340833526,-10310879.0,0,1,1,10200,212,-318.0,1,,,14,2,5,,24,0,-29059679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096346330969,-10397279.0,0,1,1,10201,213,-319.0,1,,,14,2,5,,17,1,-29146079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096351871145,-10483679.0,0,1,1,10202,214,-320.0,1,,,14,2,5,,32,1,-29232479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096357380090,-10570079.0,0,1,1,10203,215,-321.0,1,,,14,2,5,,21,0,-29318879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096362896289,-10656479.0,0,1,1,10204,216,-322.0,1,,,14,2,5,,29,1,-29405279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096368380606,-10742879.0,0,1,1,10205,217,-323.0,1,,,14,2,5,,21,1,-29491679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096373872713,-10829279.0,0,1,1,10206,218,-324.0,1,,,14,2,5,,29,1,-29578079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096379360592,-10915679.0,0,1,1,10207,219,-325.0,1,,,14,2,5,,31,1,-29664479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096384820214,-11002079.0,0,1,1,10208,220,-326.0,1,,,14,2,5,,37,1,-29750879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096390321499,-11088479.0,0,1,1,10209,221,-327.0,1,,,14,2,5,,37,1,-29837279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096395856853,-11174879.0,0,1,1,10210,222,-328.0,1,,,14,2,5,,37,1,-29923679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096401305622,-11261279.0,0,1,1,10211,223,-329.0,1,,,14,2,5,,37,1,-30010079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096406800861,-11347679.0,0,1,1,10212,224,-330.0,1,,,14,2,5,,37,1,-30096479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096412261143,-11434079.0,0,1,1,10213,225,-331.0,1,,,14,2,5,,37,1,-30182879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096417729275,-11520479.0,0,1,1,10214,226,-332.0,1,,,14,2,5,,37,1,-30269279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096423271040,-11606879.0,0,1,1,10215,227,-333.0,1,,,14,2,5,,37,1,-30355679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096428769701,-11693279.0,0,1,1,10216,228,-334.0,1,,,14,2,5,,37,1,-30442079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096434252051,-11779679.0,0,1,1,10217,229,-335.0,1,,,14,2,5,,37,1,-30528479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096439760497,-11866079.0,0,1,1,10218,230,-336.0,1,,,14,2,5,,37,1,-30614879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096445225335,-11952479.0,0,1,1,10219,231,-337.0,1,,,14,2,5,,37,1,-30701279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096450687849,-12038879.0,0,1,1,10220,232,-338.0,1,,,14,2,5,,37,1,-30787679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096456715811,-12125279.0,0,1,1,10221,233,-339.0,1,,,14,2,5,,37,1,-30874079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096462182061,-12211679.0,0,1,1,10222,234,-340.0,1,,,14,2,5,,37,1,-30960479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096467709082,-12298079.0,0,1,1,10223,235,-341.0,1,,,14,2,5,,37,1,-31046879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096473190215,-12384479.0,0,1,1,10224,236,-342.0,1,,,14,2,5,,37,1,-31133279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096478654106,-12470879.0,0,1,1,10225,237,-343.0,1,,,14,2,5,,37,1,-31219679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096484196493,-12557279.0,0,1,1,10226,238,-344.0,1,,,14,2,5,,37,1,-31306079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096489674282,-12643679.0,0,1,1,10227,239,-345.0,1,,,14,2,5,,37,1,-31392479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096495142752,-12730079.0,0,1,1,10228,240,-346.0,1,,,14,2,5,,37,1,-31478879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096500629486,-12816479.0,0,1,1,10229,241,-347.0,1,,,14,2,5,,37,1,-31565279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096506092143,-12902879.0,0,1,1,10230,242,-348.0,1,,,14,2,5,,37,1,-31651679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096511546645,-12989279.0,0,1,1,10231,243,-349.0,1,,,14,2,5,,37,1,-31738079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096517056517,-13075679.0,0,1,1,10232,244,-350.0,1,,,14,2,5,,37,1,-31824479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096522536146,-13162079.0,0,1,1,10233,245,-351.0,1,,,14,2,5,,37,1,-31910879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096528016966,-13248479.0,0,1,1,10234,246,-352.0,1,,,14,2,5,,37,1,-31997279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096533488707,-13334879.0,0,1,1,10235,247,-353.0,1,,,14,2,5,,37,1,-32083679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096539099297,-13421279.0,0,1,1,10236,248,-354.0,1,,,14,2,5,,37,1,-32170079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096544551686,-13507679.0,0,1,1,10237,249,-355.0,1,,,14,2,5,,37,1,-32256479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096550064861,-13594079.0,0,1,1,10238,250,-356.0,1,,,14,2,5,,37,1,-32342879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096555514557,-13680479.0,0,1,1,10239,251,-357.0,1,,,14,2,5,,37,1,-32429279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096561001989,-13766879.0,0,1,1,10240,252,-358.0,1,,,14,2,5,,37,1,-32515679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096566497561,-13853279.0,0,1,1,10241,253,-359.0,1,,,14,2,5,,37,1,-32602079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096571938560,-13939679.0,0,1,1,10242,254,-360.0,1,,,14,2,5,,37,1,-32688479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096577395427,-14026079.0,0,1,1,10243,255,-361.0,1,,,14,2,5,,37,1,-32774879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096582890929,-14112479.0,0,1,1,10244,256,-362.0,1,,,14,2,5,,37,1,-32861279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096588349723,-14198879.0,0,1,1,10245,257,-363.0,1,,,14,2,5,,37,1,-32947679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096593829180,-14285279.0,0,1,1,10246,258,-364.0,1,,,14,2,5,,37,1,-33034079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096599289117,-14371679.0,0,1,1,10247,259,-365.0,1,,,14,2,5,,37,1,-33120479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096604751909,-14458079.0,0,1,1,10248,260,-366.0,1,,,14,2,5,,37,1,-33206879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096610249131,-14544479.0,0,1,1,10249,261,-367.0,1,,,14,2,5,,37,1,-33293279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096615731730,-14630879.0,0,1,1,10250,262,-368.0,1,,,14,2,5,,37,1,-33379679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096621185367,-14717279.0,0,1,1,10251,263,-369.0,1,,,14,2,5,,37,1,-33466079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096626712536,-14803679.0,0,1,1,10252,264,-370.0,1,,,14,2,5,,37,1,-33552479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096632268893,-14890079.0,0,1,1,10253,265,-371.0,1,,,14,2,5,,37,1,-33638879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096637728532,-14976479.0,0,1,1,10254,266,-372.0,1,,,14,2,5,,37,1,-33725279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096643232272,-15062879.0,0,1,1,10255,267,-373.0,1,,,14,2,5,,37,1,-33811679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096648757294,-15149279.0,0,1,1,10256,268,-374.0,1,,,14,2,5,,37,1,-33898079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096654222691,-15235679.0,0,1,1,10257,269,-375.0,1,,,14,2,5,,37,1,-33984479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096659690330,-15322079.0,0,1,1,10258,270,-376.0,1,,,14,2,5,,37,1,-34070879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096665201950,-15408479.0,0,1,1,10259,271,-377.0,1,,,14,2,5,,37,1,-34157279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096670630306,-15494879.0,0,1,1,10260,272,-378.0,1,,,14,2,5,,37,1,-34243679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096676139828,-15581279.0,0,1,1,10261,273,-379.0,1,,,14,2,5,,37,1,-34330079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096681635977,-15667679.0,0,1,1,10262,274,-380.0,1,,,14,2,5,,37,1,-34416479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096687102902,-15754079.0,0,1,1,10263,275,-381.0,1,,,14,2,5,,37,1,-34502879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096692636511,-15840479.0,0,1,1,10264,276,-382.0,1,,,14,2,5,,37,1,-34589279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096698200716,-15926879.0,0,1,1,10265,277,-383.0,1,,,14,2,5,,37,1,-34675679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096703689465,-16013279.0,0,1,1,10266,278,-384.0,1,,,14,2,5,,37,1,-34762079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096709185725,-16099679.0,0,1,1,10267,279,-385.0,1,,,14,2,5,,37,1,-34848479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096714692541,-16186079.0,0,1,1,10268,280,-386.0,1,,,14,2,5,,37,1,-34934879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096720179933,-16272479.0,0,1,1,10269,281,-387.0,1,,,14,2,5,,37,1,-35021279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096725632512,-16358879.0,0,1,1,10270,282,-388.0,1,,,14,2,5,,37,1,-35107679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096731090467,-16445279.0,0,1,1,10271,283,-389.0,1,,,14,2,5,,37,1,-35194079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
